ch_0,ch_1,ch_2
-0.02186492747568991,-0.0062389663071371615,-0.04399383396958001
-0.023472646716982126,-0.011494171303638723,-0.044714619434671476
-0.0247445914283162,-0.01257227540918393,-0.037697165680583566
-0.02802740164042916,-0.007230999926832737,-0.023025000700727105
-0.032219486456597224,-0.0026102429728780407,-0.012688483366218861
-0.03471106174401939,-0.004376186097942991,-0.009765533832251094
-0.036561312299454585,-0.00902027477422962,-0.011389246537873987
-0.03685599585878663,-0.010252476386085618,-0.012150039765401743
-0.03569073305698112,-0.0057923612075683195,-0.008176069968612865
-0.03490243761916645,-0.0020311333628342254,-0.008619389518571552
-0.036198136513121426,-0.00444910210717353,-0.023150114429881796
-0.03875781112583354,-0.009554664757160936,-0.04165079371887259
-0.04066434485139325,-0.011753201761166565,-0.0515210376761388
-0.040760809497442096,-0.011665219062706456,-0.054863005061633885
-0.03938352165278047,-0.010223296158073936,-0.05539315679925494
-0.03881789598381147,-0.0066261141000723,-0.052564162615453824
-0.039731781726004556,-0.003309264457129757,-0.04833062848774716
-0.042125306208617985,-0.0019617339148680912,-0.04503193122218363
-0.0418501986132469,-0.0004751009328174405,-0.040688508306629956
-0.04024708687211387,0.0013008653922952362,-0.029580256523331627
-0.03606071913964115,0.0016691633391019423,-0.018333999832975678
-0.032176580134546384,0.0005114379746373743,-0.013935937204223592
-0.028884353014291264,-0.002067459035970387,-0.018954306142404675
-0.023630493160453625,-0.0046607187869085465,-0.03323168493807316
-0.017152402506326325,-0.005914877874602098,-0.052379855333128944
-0.013968673556519207,-0.004101354988961248,-0.07167478179326281
-0.015126674952625763,0.0024394914817094104,-0.08652746328152716
-0.01746995076246094,0.008483245437673759,-0.0924873020267114
-0.016966128896456212,0.00956542953645112,-0.08204426558222622
-0.013063799997325987,0.0078668062997167,-0.055576456361450255
-0.010241541531286202,0.008047007213463075,-0.02573532037786208
-0.011053287380491383,0.008827996680338401,-0.003654278543763212
-0.012997158592042979,0.007539465514128096,0.011691569852700923
-0.013465129995893221,0.005288510237733135,0.02425742604827974
-0.013397269867709838,0.0044068096940463874,0.03171767093590461
-0.012430596143531147,0.0034240119930473156,0.02652875082276296
-0.012175916708656587,-0.0014643625263488502,0.010352588105888572
-0.014310601727629546,-0.009184104783344083,-0.002553714693931397
-0.01561099816171918,-0.014912985534465406,-0.0043580566853052005
-0.014717410522280261,-0.015162087038333993,0.0014930300267224084
-0.014514073882310186,-0.011633707799774129,0.007087840458552819
-0.018145623471355066,-0.007567500233562896,0.008770140084379818
-0.025514680601190776,-0.004802544935955666,0.006668190962955123
-0.03167795512126759,-0.0004992561457584088,0.002666983391463873
-0.03131059565930627,0.0013867257848687586,-0.0039577053030370735
-0.029111675758031197,-0.002390716645095381,-0.01729193900246173
-0.029831559004378505,-0.007311929493880598,-0.03130200639134273
-0.03007716077263467,-0.009748954653332476,-0.039775350160198286
-0.028985416065552272,-0.01230341149494052,-0.044639091356657445
-0.029077569706714712,-0.016815434719319455,-0.04713931048172526
-0.031085059163160622,-0.02312543620064389,-0.04815759166376665
-0.03471555100986734,-0.02832079553627409,-0.04702380101662129
-0.03869906140607782,-0.031098879844648764,-0.04308391726226546
-0.04100739533896558,-0.03266496423748322,-0.04110367808607407
-0.04094064934179187,-0.03293811096227728,-0.0423867350036744
-0.03836313771898858,-0.0294787223538151,-0.042234772990923375
-0.035297987778903916,-0.02313387449248694,-0.03872031084029004
-0.033403612178517506,-0.01729821815388277,-0.03308013765490614
-0.03340041803312488,-0.014170799659041222,-0.027790036256192252
-0.032982548873405904,-0.012654002603085246,-0.024480590582243167
-0.02962660073535517,-0.010747041415015701,-0.023961585611687042
-0.02576083170424681,-0.00882460517459549,-0.027714326279237866
-0.024152959667844698,-0.0064965402089001145,-0.03280862802057527
-0.023908847651910037,-0.005536575372389052,-0.03584168734960258
-0.024002427380764857,-0.005541467544389889,-0.03659152935142629
-0.02320996100024786,-0.0045460024011845235,-0.03510484384605661
-0.02221291470050346,-0.002524410092519247,-0.03195455428794958
-0.022731222998118028,-0.0013471515103447018,-0.02902402775362134
-0.02517660686862655,-0.0009051000233739614,-0.025776562324608676
-0.026874544346355833,-0.0009844142141446355,-0.021456524336826988
-0.026540214093984105,-0.0022988003820501035,-0.01872041138994973
